job,marital,education,default,balance,housing,loan,campaign,pdays,previous,y,poutcome
technician,married,secondary,no,826,yes,no,3,112,8,no,other
blue-collar,married,primary,no,907,no,no,8,-1,0,no,unknown
services,married,secondary,no,1836,yes,no,2,-1,0,yes,unknown
entrepreneur,single,secondary,no,404,no,no,3,-1,0,no,unknown
management,divorced,tertiary,no,907,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,18,yes,yes,1,-1,0,no,unknown
blue-collar,single,primary,no,-495,yes,no,2,-1,0,no,unknown
services,married,unknown,no,1210,yes,no,1,-1,0,no,unknown
services,married,secondary,no,819,yes,no,14,-1,0,no,unknown
management,divorced,tertiary,no,442,no,no,3,-1,0,no,unknown
blue-collar,single,secondary,no,-46,yes,no,1,92,14,yes,success
student,single,secondary,no,671,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,371,no,no,2,-1,0,no,unknown
technician,married,tertiary,no,-3,no,no,9,-1,0,no,unknown
management,married,secondary,no,11,yes,no,3,-1,0,no,unknown
blue-collar,single,secondary,no,33,yes,no,1,368,4,no,failure
entrepreneur,married,secondary,no,104,yes,no,3,-1,0,yes,unknown
blue-collar,married,primary,no,174,no,yes,1,-1,0,no,unknown
management,married,tertiary,no,3107,yes,yes,1,-1,0,no,unknown
services,married,secondary,no,1438,yes,no,1,351,2,no,failure
blue-collar,married,secondary,no,1367,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,-11,no,no,4,-1,0,no,unknown
admin.,single,secondary,no,1693,yes,no,1,97,1,no,success
blue-collar,married,primary,no,778,yes,yes,5,-1,0,no,unknown
technician,married,tertiary,no,837,no,no,6,-1,0,no,unknown
management,married,tertiary,no,363,no,no,1,-1,0,no,unknown
admin.,single,secondary,no,236,yes,yes,2,-1,0,no,unknown
admin.,single,unknown,no,0,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,-50,no,yes,1,-1,0,no,unknown
entrepreneur,single,primary,no,4,yes,no,2,-1,0,yes,unknown
management,divorced,tertiary,no,26306,yes,no,1,84,3,no,failure
admin.,married,secondary,no,46,yes,yes,1,-1,0,no,unknown
technician,married,secondary,no,575,no,yes,2,-1,0,no,unknown
admin.,divorced,secondary,no,148,no,yes,1,-1,0,no,unknown
services,married,secondary,no,431,no,no,17,-1,0,no,unknown
technician,single,tertiary,no,777,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,199,yes,yes,4,-1,0,yes,unknown
technician,single,tertiary,no,3552,no,no,1,-1,0,no,unknown
services,married,secondary,no,47,no,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,3823,no,no,10,-1,0,no,unknown
management,married,tertiary,no,138,no,no,4,-1,0,no,unknown
admin.,single,secondary,no,1117,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,1325,yes,no,1,-1,0,no,unknown
retired,married,secondary,no,0,no,no,4,-1,0,no,unknown
entrepreneur,married,tertiary,no,4343,no,no,4,-1,0,no,unknown
management,divorced,tertiary,no,1598,no,no,4,-1,0,no,unknown
management,married,tertiary,no,3301,yes,no,2,227,4,yes,failure
student,single,secondary,no,822,no,no,1,91,2,yes,failure
technician,divorced,secondary,no,-280,yes,no,1,-1,0,no,unknown
management,single,unknown,no,1534,yes,no,1,147,7,no,other
admin.,married,secondary,no,1671,no,no,1,-1,0,no,unknown
self-employed,married,tertiary,no,2007,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,0,yes,no,25,-1,0,no,unknown
technician,married,secondary,no,2776,yes,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,139,yes,yes,2,291,5,yes,failure
management,married,tertiary,no,573,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,475,yes,no,1,-1,0,no,unknown
blue-collar,divorced,secondary,no,47,yes,yes,1,-1,0,no,unknown
management,single,tertiary,no,2154,yes,no,4,-1,0,no,unknown
self-employed,single,tertiary,no,96,no,no,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,83,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,6766,no,no,5,-1,0,no,unknown
technician,married,secondary,no,3973,no,no,2,-1,0,no,unknown
services,divorced,secondary,no,372,yes,yes,2,-1,0,no,unknown
blue-collar,single,secondary,no,-552,no,yes,2,-1,0,no,unknown
self-employed,single,tertiary,no,48,no,no,1,-1,0,no,unknown
technician,married,secondary,no,7696,yes,no,2,-1,0,no,unknown
services,married,secondary,no,4500,yes,no,2,-1,0,yes,unknown
technician,married,secondary,no,1,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,46,no,yes,1,152,1,no,failure
admin.,divorced,secondary,yes,-18,yes,no,3,-1,0,no,unknown
services,married,secondary,no,451,yes,yes,4,-1,0,no,unknown
self-employed,married,tertiary,no,479,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,0,yes,no,6,-1,0,no,unknown
technician,married,secondary,no,1130,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,389,yes,no,6,-1,0,no,unknown
admin.,single,secondary,no,10,no,yes,1,173,3,no,failure
services,married,secondary,no,401,yes,no,2,-1,0,no,unknown
housemaid,single,tertiary,no,145,yes,yes,2,-1,0,no,unknown
technician,married,secondary,no,115,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,89,yes,yes,2,-1,0,no,unknown
technician,married,secondary,no,94,yes,yes,5,-1,0,no,unknown
services,married,secondary,no,1438,yes,no,2,-1,0,no,unknown
unemployed,divorced,tertiary,no,780,no,no,1,871,2,no,failure
management,married,tertiary,no,207,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,238,no,no,1,92,1,yes,success
blue-collar,married,primary,no,2433,no,no,2,-1,0,no,unknown
housemaid,single,secondary,no,1924,no,no,1,-1,0,no,unknown
unemployed,married,tertiary,no,-471,yes,no,7,-1,0,no,unknown
management,single,tertiary,no,1531,yes,no,3,170,1,no,failure
management,single,secondary,no,764,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,383,no,no,1,-1,0,no,unknown
retired,married,primary,no,3782,no,no,1,-1,0,no,unknown
management,married,tertiary,no,326,yes,no,1,-1,0,yes,unknown
services,divorced,secondary,no,691,no,no,6,-1,0,no,unknown
technician,single,secondary,no,0,no,no,2,-1,0,no,unknown
management,single,tertiary,no,99,no,no,1,-1,0,no,unknown
retired,married,secondary,no,502,yes,no,2,370,3,no,failure
management,married,tertiary,no,-15,no,no,2,-1,0,no,unknown
management,married,tertiary,no,1929,yes,no,15,-1,0,no,unknown
admin.,married,secondary,no,0,no,no,2,238,3,no,success
blue-collar,single,primary,no,185,no,no,1,-1,0,no,unknown
management,single,secondary,no,-424,yes,no,1,-1,0,no,unknown
services,single,secondary,no,0,yes,no,7,-1,0,no,unknown
retired,married,secondary,no,319,yes,no,3,-1,0,no,unknown
management,single,tertiary,no,171,yes,no,1,294,1,no,failure
technician,divorced,tertiary,no,-1148,yes,yes,2,-1,0,no,unknown
blue-collar,married,primary,no,-11,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,0,yes,no,1,-1,0,yes,unknown
management,married,tertiary,no,-206,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,704,yes,yes,10,-1,0,no,unknown
technician,married,secondary,no,1931,no,no,1,298,10,no,other
technician,single,secondary,no,943,no,no,4,-1,0,no,unknown
technician,married,secondary,no,327,yes,no,3,-1,0,no,unknown
management,single,secondary,no,-105,yes,no,3,-1,0,no,unknown
retired,married,secondary,no,983,no,no,1,-1,0,no,unknown
blue-collar,single,primary,no,787,yes,no,2,-1,0,no,unknown
entrepreneur,married,tertiary,no,0,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,3060,yes,no,2,-1,0,no,unknown
services,married,secondary,no,5780,yes,no,2,-1,0,no,unknown
technician,single,secondary,no,790,no,no,3,-1,0,no,unknown
unemployed,married,tertiary,no,1449,no,no,6,-1,0,no,unknown
technician,married,secondary,no,1412,no,no,3,-1,0,no,unknown
student,single,secondary,no,681,no,no,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,228,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,0,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,2087,no,no,14,-1,0,no,unknown
entrepreneur,married,secondary,no,2,yes,yes,1,167,6,no,failure
technician,married,secondary,no,197,no,yes,2,222,3,no,other
services,married,secondary,no,0,no,yes,4,-1,0,no,unknown
blue-collar,married,secondary,no,1905,yes,no,2,-1,0,yes,unknown
technician,married,tertiary,no,118,no,no,2,-1,0,no,unknown
entrepreneur,married,tertiary,no,2644,yes,no,1,-1,0,no,unknown
self-employed,married,tertiary,no,16430,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,13,no,no,2,-1,0,no,unknown
services,divorced,secondary,no,14,no,yes,2,-1,0,no,unknown
technician,single,secondary,no,769,yes,no,1,371,2,no,failure
admin.,married,unknown,no,3485,no,no,1,-1,0,no,unknown
management,married,secondary,no,139,no,no,1,-1,0,no,unknown
services,divorced,secondary,no,202,yes,no,1,-1,0,no,unknown
technician,married,tertiary,no,6,yes,no,1,435,1,no,failure
management,divorced,tertiary,no,2515,no,no,3,-1,0,no,unknown
management,divorced,tertiary,no,5195,yes,no,25,-1,0,no,unknown
management,married,tertiary,no,2098,no,no,1,-1,0,no,unknown
management,married,tertiary,no,320,no,no,2,-1,0,no,unknown
management,married,tertiary,no,3431,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,50,yes,no,2,-1,0,no,unknown
housemaid,divorced,tertiary,no,370,yes,no,3,-1,0,no,unknown
blue-collar,divorced,primary,no,-182,no,no,1,-1,0,no,unknown
self-employed,single,tertiary,no,1623,yes,no,17,-1,0,no,unknown
entrepreneur,married,tertiary,no,13342,yes,no,1,-1,0,no,unknown
retired,single,primary,no,6570,no,no,3,-1,0,no,unknown
admin.,married,secondary,no,225,yes,no,1,340,1,no,failure
management,married,secondary,no,-665,no,no,3,-1,0,no,unknown
management,single,tertiary,no,0,no,no,25,-1,0,no,unknown
services,single,secondary,no,54,yes,no,2,-1,0,yes,unknown
blue-collar,married,primary,no,46,no,no,3,-1,0,no,unknown
self-employed,married,secondary,no,2,no,no,5,-1,0,no,unknown
blue-collar,married,secondary,no,103,yes,yes,2,-1,0,no,unknown
admin.,single,secondary,no,883,yes,no,1,327,9,no,other
services,married,secondary,no,55,yes,no,9,-1,0,no,unknown
admin.,married,secondary,no,8238,yes,yes,4,-1,0,no,unknown
blue-collar,single,secondary,no,913,yes,no,4,-1,0,no,unknown
blue-collar,divorced,secondary,no,595,yes,no,3,-1,0,no,unknown
technician,single,secondary,no,7,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,1661,no,no,5,-1,0,no,unknown
management,married,tertiary,no,102,yes,no,7,426,3,yes,other
services,married,secondary,no,338,no,no,1,-1,0,no,unknown
management,married,secondary,no,3132,yes,no,5,-1,0,no,unknown
admin.,single,tertiary,no,490,yes,no,1,363,2,no,failure
management,married,tertiary,no,2682,yes,no,1,-1,0,no,unknown
services,married,tertiary,no,0,yes,no,1,-1,0,no,unknown
unemployed,married,secondary,no,596,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,2059,yes,no,4,-1,0,no,unknown
admin.,married,secondary,no,132,no,no,2,-1,0,no,unknown
management,married,secondary,no,0,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,385,yes,no,4,-1,0,no,unknown
management,married,tertiary,no,223,no,no,1,-1,0,no,unknown
management,married,tertiary,no,0,yes,no,13,-1,0,no,unknown
services,single,secondary,no,512,yes,yes,5,239,3,no,failure
entrepreneur,married,tertiary,no,1169,yes,no,2,-1,0,no,unknown
management,single,tertiary,no,71,yes,no,12,-1,0,no,unknown
management,single,tertiary,no,940,no,no,2,-1,0,no,unknown
technician,single,secondary,no,-80,yes,yes,1,-1,0,no,unknown
technician,married,secondary,no,0,yes,no,4,-1,0,no,unknown
unknown,married,unknown,no,1317,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,179,no,no,1,-1,0,no,unknown
management,married,secondary,no,1007,yes,no,2,-1,0,no,unknown
management,single,secondary,no,0,no,no,4,-1,0,no,unknown
services,married,secondary,no,1286,yes,yes,1,-1,0,no,unknown
services,married,secondary,no,804,yes,yes,1,-1,0,no,unknown
student,single,secondary,no,4,no,no,2,-1,0,no,unknown
blue-collar,married,primary,no,0,yes,no,1,-1,0,no,unknown
services,single,secondary,no,417,yes,no,10,207,3,no,failure
blue-collar,married,primary,no,1678,no,no,2,-1,0,no,unknown
services,divorced,secondary,no,532,yes,no,1,-1,0,no,unknown
management,married,secondary,no,407,yes,no,2,-1,0,no,unknown
management,divorced,tertiary,no,659,no,yes,1,-1,0,no,unknown
blue-collar,married,secondary,no,393,yes,no,9,-1,0,no,unknown
admin.,divorced,secondary,no,661,yes,no,1,173,2,no,other
services,single,secondary,no,0,no,no,23,-1,0,no,unknown
management,single,unknown,no,838,yes,no,3,-1,0,no,unknown
services,married,secondary,no,195,yes,no,1,-1,0,no,unknown
entrepreneur,married,secondary,no,68,yes,no,1,-1,0,no,unknown
technician,single,secondary,no,-242,yes,no,6,-1,0,yes,unknown
management,divorced,tertiary,no,321,yes,no,1,-1,0,no,unknown
services,single,secondary,no,3403,yes,no,2,97,2,yes,success
blue-collar,married,secondary,no,8,yes,no,1,-1,0,no,unknown
blue-collar,divorced,secondary,no,739,yes,no,1,-1,0,no,unknown
unemployed,single,secondary,no,622,no,no,2,-1,0,yes,unknown
services,married,secondary,no,152,yes,no,1,-1,0,yes,unknown
technician,single,secondary,no,2,no,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,1439,yes,no,6,-1,0,no,unknown
blue-collar,divorced,secondary,no,1491,yes,no,2,334,2,no,failure
technician,single,secondary,no,6402,yes,no,1,167,1,no,success
unemployed,married,secondary,no,1210,no,no,4,-1,0,no,unknown
management,single,tertiary,no,122,no,yes,1,-1,0,no,unknown
student,single,secondary,no,0,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,62,yes,no,1,-1,0,no,unknown
services,married,secondary,no,3333,yes,yes,2,-1,0,no,unknown
technician,married,tertiary,no,16992,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,23,yes,no,8,-1,0,no,unknown
admin.,married,secondary,no,0,yes,no,2,-1,0,no,unknown
technician,married,tertiary,no,6072,no,yes,4,-1,0,no,unknown
retired,single,secondary,no,366,no,yes,2,-1,0,no,unknown
management,divorced,tertiary,no,0,no,yes,1,-1,0,no,unknown
management,married,tertiary,no,1343,yes,yes,1,-1,0,no,unknown
entrepreneur,married,secondary,no,2105,yes,no,1,-1,0,no,unknown
unknown,married,secondary,no,2319,no,no,3,-1,0,no,unknown
services,single,secondary,no,35,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,877,no,no,1,83,5,no,failure
blue-collar,single,primary,no,30,yes,no,17,-1,0,no,unknown
entrepreneur,married,secondary,yes,-2082,no,yes,6,-1,0,no,unknown
retired,married,secondary,no,89,no,no,2,-1,0,no,unknown
self-employed,married,secondary,no,104,no,no,1,-1,0,no,unknown
management,married,tertiary,no,1750,yes,no,3,-1,0,no,unknown
management,married,primary,no,772,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,1048,yes,no,2,-1,0,no,unknown
entrepreneur,married,primary,no,592,no,no,2,-1,0,no,unknown
technician,married,secondary,no,0,yes,yes,2,172,1,no,failure
services,married,secondary,no,3064,yes,no,4,-1,0,no,unknown
services,married,primary,no,33,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,0,yes,no,2,-1,0,no,unknown
admin.,single,secondary,no,1649,no,no,2,-1,0,no,unknown
housemaid,single,tertiary,no,287,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,0,yes,no,2,-1,0,no,unknown
housemaid,married,primary,no,419,no,yes,3,-1,0,no,unknown
services,married,secondary,no,257,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,118,no,no,20,-1,0,no,unknown
management,married,tertiary,no,251,no,no,2,-1,0,no,unknown
management,single,tertiary,no,1731,yes,yes,3,-1,0,no,unknown
management,married,tertiary,no,0,no,no,3,-1,0,no,unknown
technician,single,tertiary,no,23,no,no,3,-1,0,no,unknown
blue-collar,single,secondary,yes,-386,no,yes,1,-1,0,yes,unknown
self-employed,married,tertiary,no,5498,no,no,1,-1,0,no,unknown
management,single,tertiary,no,5063,no,no,2,-1,0,yes,unknown
blue-collar,married,primary,no,7041,yes,no,4,-1,0,no,unknown
entrepreneur,single,secondary,no,654,no,no,2,-1,0,no,unknown
management,married,tertiary,no,1890,no,no,1,-1,0,no,unknown
unemployed,married,secondary,no,2400,yes,yes,3,-1,0,no,unknown
blue-collar,married,secondary,no,519,yes,no,6,-1,0,no,unknown
technician,single,tertiary,no,1190,no,no,1,-1,0,no,unknown
services,single,secondary,no,229,yes,no,1,-1,0,no,unknown
student,single,secondary,no,203,no,no,1,196,1,no,failure
technician,married,secondary,no,1818,no,yes,2,111,4,no,failure
unemployed,married,secondary,no,1289,no,no,4,415,2,yes,failure
technician,divorced,tertiary,no,39,no,no,5,-1,0,no,unknown
retired,married,primary,no,796,no,no,1,182,2,yes,failure
admin.,single,secondary,no,57,no,yes,2,-1,0,no,unknown
management,married,tertiary,no,1548,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,117,no,no,2,88,4,yes,other
admin.,single,secondary,no,0,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,691,yes,yes,1,255,1,no,failure
blue-collar,married,secondary,no,64,yes,no,3,-1,0,no,unknown
technician,divorced,tertiary,no,0,yes,no,3,-1,0,no,unknown
admin.,married,secondary,no,957,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,118,yes,no,2,-1,0,no,unknown
technician,single,tertiary,no,218,yes,no,1,-1,0,no,unknown
management,married,secondary,no,724,yes,no,2,415,1,yes,failure
housemaid,married,tertiary,no,20,yes,yes,3,-1,0,no,unknown
blue-collar,married,secondary,no,-28,yes,no,2,371,1,no,failure
blue-collar,married,primary,no,665,no,no,4,235,2,no,failure
student,single,tertiary,no,5,no,no,1,-1,0,no,unknown
management,married,tertiary,no,925,no,no,3,189,4,yes,success
blue-collar,married,primary,no,2519,yes,no,4,-1,0,no,unknown
admin.,married,secondary,no,3927,no,no,1,-1,0,no,unknown
management,divorced,tertiary,no,401,yes,no,9,-1,0,no,unknown
management,married,tertiary,no,581,yes,yes,2,-1,0,no,unknown
technician,married,tertiary,no,1327,no,no,2,-1,0,no,unknown
unemployed,married,secondary,no,3242,no,no,2,-1,0,no,unknown
technician,married,primary,no,3163,yes,no,2,-1,0,no,unknown
unemployed,divorced,secondary,no,32,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,310,yes,yes,6,-1,0,no,unknown
housemaid,married,primary,no,0,no,no,1,-1,0,no,unknown
blue-collar,single,primary,no,155,yes,no,1,244,4,no,failure
services,single,secondary,no,11386,yes,no,1,-1,0,no,unknown
services,married,tertiary,no,1380,yes,no,2,-1,0,no,unknown
blue-collar,single,unknown,no,2443,no,no,1,-1,0,no,unknown
technician,single,tertiary,no,1129,yes,no,1,-1,0,yes,unknown
unemployed,single,primary,no,4232,no,no,1,-1,0,no,unknown
self-employed,married,secondary,no,5564,no,no,2,-1,0,no,unknown
services,single,secondary,no,-402,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,1323,yes,no,1,-1,0,no,unknown
retired,married,primary,no,1623,yes,yes,1,-1,0,no,unknown
technician,married,tertiary,no,1042,yes,no,2,-1,0,no,unknown
student,single,secondary,no,2488,no,no,2,38,10,yes,other
admin.,married,secondary,no,865,yes,no,1,-1,0,no,unknown
technician,married,tertiary,no,-1053,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,1667,yes,no,2,179,3,no,failure
admin.,divorced,secondary,no,975,yes,no,4,-1,0,no,unknown
technician,married,secondary,no,2571,no,no,2,-1,0,no,unknown
unknown,married,primary,no,732,no,no,2,-1,0,yes,unknown
admin.,divorced,secondary,no,769,no,no,2,363,4,no,failure
technician,married,secondary,no,-136,yes,yes,2,-1,0,no,unknown
admin.,divorced,secondary,no,3636,no,yes,2,-1,0,yes,unknown
management,married,tertiary,no,931,no,no,1,-1,0,no,unknown
housemaid,married,secondary,no,565,no,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,271,yes,no,2,-1,0,no,unknown
self-employed,single,tertiary,no,1153,no,no,3,-1,0,no,unknown
management,married,tertiary,no,-73,yes,no,1,-1,0,no,unknown
unknown,married,unknown,no,558,no,no,1,683,6,yes,failure
unknown,divorced,tertiary,no,137,no,no,9,-1,0,no,unknown
technician,married,secondary,no,700,yes,no,2,-1,0,no,unknown
retired,married,primary,no,-966,no,yes,1,-1,0,no,unknown
admin.,married,secondary,no,96,no,no,2,-1,0,no,unknown
retired,married,primary,no,4007,no,no,4,-1,0,no,unknown
management,single,tertiary,no,567,yes,no,8,-1,0,no,unknown
technician,single,secondary,no,40,no,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,136,no,yes,1,-1,0,no,unknown
self-employed,single,tertiary,no,917,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,593,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,505,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,2542,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,5355,no,no,4,-1,0,yes,unknown
student,single,tertiary,no,807,no,no,2,-1,0,no,unknown
retired,married,secondary,no,9976,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,0,no,no,3,-1,0,no,unknown
management,married,tertiary,no,540,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,280,yes,yes,50,-1,0,no,unknown
management,divorced,tertiary,no,-59,no,yes,6,-1,0,no,unknown
admin.,married,secondary,yes,-517,yes,no,3,-1,0,no,unknown
unemployed,single,secondary,no,2613,yes,no,6,-1,0,no,unknown
student,married,unknown,no,-7,no,no,6,-1,0,no,unknown
blue-collar,married,primary,no,0,yes,no,3,-1,0,no,unknown
retired,divorced,secondary,yes,-200,no,yes,1,-1,0,no,unknown
retired,married,primary,no,2301,no,no,1,-1,0,no,unknown
housemaid,married,primary,no,104,no,yes,1,-1,0,yes,unknown
blue-collar,married,primary,no,191,yes,no,2,-1,0,no,unknown
technician,single,unknown,no,694,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,212,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,1882,yes,no,5,-1,0,no,unknown
blue-collar,married,unknown,no,131,yes,no,1,-1,0,no,unknown
technician,single,secondary,no,175,no,no,4,-1,0,no,unknown
technician,single,tertiary,yes,0,no,no,4,-1,0,no,unknown
management,divorced,tertiary,no,4425,yes,no,1,-1,0,no,unknown
unemployed,married,secondary,no,3533,yes,no,2,-1,0,no,unknown
blue-collar,divorced,secondary,no,3573,no,no,1,-1,0,no,unknown
management,divorced,tertiary,no,476,yes,yes,2,-1,0,no,unknown
blue-collar,married,secondary,no,1257,yes,no,3,329,7,no,failure
blue-collar,married,unknown,no,23,no,no,1,2,3,no,other
management,single,tertiary,no,0,yes,no,2,-1,0,no,unknown
services,single,secondary,no,398,yes,yes,2,-1,0,no,unknown
blue-collar,married,secondary,no,745,yes,no,4,-1,0,no,unknown
management,single,tertiary,no,8106,no,no,1,111,3,no,failure
management,single,tertiary,no,0,no,no,4,-1,0,no,unknown
retired,married,unknown,no,696,no,no,2,-1,0,no,unknown
unemployed,divorced,secondary,no,1266,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,2416,no,no,2,-1,0,no,unknown
housemaid,married,primary,no,25,no,no,5,-1,0,no,unknown
student,single,tertiary,no,7513,no,no,2,-1,0,no,unknown
entrepreneur,divorced,primary,no,29,no,no,2,227,1,no,failure
blue-collar,married,primary,no,5116,yes,no,3,-1,0,no,unknown
management,married,secondary,no,-1746,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,14,no,no,1,92,1,yes,success
management,married,tertiary,no,4148,yes,no,3,99,9,yes,other
self-employed,married,unknown,no,14,yes,no,1,-1,0,no,unknown
admin.,single,secondary,no,105,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,767,no,yes,1,-1,0,no,unknown
admin.,divorced,primary,no,0,no,yes,1,-1,0,no,unknown
management,single,secondary,no,-228,yes,yes,2,-1,0,no,unknown
services,married,secondary,no,508,yes,no,1,-1,0,no,unknown
management,married,secondary,no,725,yes,no,1,-1,0,no,unknown
blue-collar,married,unknown,no,41,yes,no,9,-1,0,no,unknown
management,single,tertiary,no,184,no,no,4,-1,0,no,unknown
management,married,tertiary,no,251,no,yes,3,-1,0,no,unknown
management,divorced,secondary,no,-17,no,no,4,-1,0,no,unknown
services,married,secondary,no,-19,yes,no,10,-1,0,no,unknown
management,married,tertiary,no,1064,yes,no,1,-1,0,yes,unknown
blue-collar,married,secondary,no,777,yes,no,3,-1,0,no,unknown
unemployed,married,tertiary,no,377,no,no,1,59,2,no,failure
admin.,divorced,secondary,no,479,yes,no,1,350,5,yes,failure
technician,divorced,secondary,no,-375,yes,no,5,-1,0,no,unknown
retired,married,primary,no,796,no,no,2,-1,0,no,unknown
technician,married,secondary,no,17,yes,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,1071,yes,no,3,357,1,no,failure
admin.,married,secondary,no,0,yes,no,5,-1,0,no,unknown
admin.,divorced,secondary,no,7378,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,865,yes,no,1,151,1,no,failure
technician,divorced,secondary,no,-701,yes,yes,1,-1,0,no,unknown
blue-collar,single,unknown,no,817,yes,no,1,-1,0,no,unknown
student,married,unknown,no,1387,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,0,yes,yes,3,-1,0,no,unknown
retired,married,secondary,no,2917,no,no,1,-1,0,yes,unknown
technician,married,secondary,no,4541,yes,no,6,-1,0,no,unknown
technician,married,secondary,no,0,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,4287,no,no,1,-1,0,no,unknown
admin.,married,secondary,no,242,yes,no,12,-1,0,no,unknown
blue-collar,married,secondary,no,171,yes,yes,1,-1,0,no,unknown
services,single,secondary,no,259,yes,no,10,-1,0,no,unknown
blue-collar,married,secondary,no,827,yes,no,5,-1,0,no,unknown
services,single,secondary,no,469,no,yes,1,-1,0,no,unknown
blue-collar,married,primary,no,2226,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,0,no,no,12,-1,0,no,unknown
management,married,tertiary,no,477,yes,no,6,-1,0,no,unknown
services,married,secondary,no,42,yes,no,4,-1,0,no,unknown
management,single,tertiary,no,775,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,9,yes,no,2,-1,0,no,unknown
technician,married,tertiary,no,2557,no,no,5,204,2,yes,success
management,married,tertiary,no,2395,no,no,1,-1,0,no,unknown
management,married,primary,no,4895,no,no,1,-1,0,no,unknown
blue-collar,single,secondary,no,376,yes,yes,3,-1,0,no,unknown
management,married,tertiary,no,389,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,no,134,no,no,2,-1,0,no,unknown
entrepreneur,divorced,tertiary,no,1273,yes,yes,3,-1,0,no,unknown
services,married,secondary,no,0,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,2892,yes,yes,7,-1,0,no,unknown
technician,divorced,secondary,no,0,yes,no,2,-1,0,no,unknown
management,single,secondary,no,295,yes,no,6,-1,0,no,unknown
admin.,married,secondary,no,292,yes,yes,6,-1,0,no,unknown
services,single,secondary,no,85,no,no,1,-1,0,no,unknown
technician,married,secondary,no,4,no,no,2,260,4,no,failure
blue-collar,divorced,primary,no,-587,yes,no,1,-1,0,no,unknown
blue-collar,single,primary,no,367,no,no,1,221,1,no,failure
management,married,tertiary,no,-1224,yes,no,4,-1,0,no,unknown
management,divorced,tertiary,no,959,no,no,1,-1,0,no,unknown
management,married,tertiary,no,0,no,no,2,-1,0,no,unknown
